"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,6.74589,5.05212,0,0,1,0,0,0,132.8
0.02,6.74436,5.05377,0.0022502,0.02,1,0,-0.043,0,132.8
0.04,6.74283,5.05543,0.00450774,0.04,1,0,-0.041,0,132.8
0.06,6.7413,5.05708,0.00675794,0.06,1,0,-0.04,0,132.8
0.08,6.73977,5.05874,0.00901549,0.08,1,0,-0.038,0,132.8
0.1,6.73824,5.06039,0.0112657,0.1,1,0,-0.037,0,132.8
0.12,6.73671,5.06205,0.0135232,0.12,1,0,-0.035,0,132.8
0.14,6.73518,5.0637,0.0157734,0.14,1,0,-0.033,0,132.8
0.16,6.73365,5.06536,0.018031,0.16,1,0,-0.032,0,132.8
0.18,6.73212,5.06701,0.0202812,0.18,1,0,-0.03,0,132.8
0.2,6.73058,5.06867,0.0225455,0.2,1,0,-0.028,0,132.8
0.22,6.72905,5.07032,0.0247957,0.22,1,0,-0.027,0,132.8
0.24,6.72594,5.07368,0.0293741,0.24,1,0,-0.019,0,132.8
0.26,6.72225,5.07768,0.0348162,0.26,1,0,-0.009,0,132.8
0.28,6.71855,5.08167,0.0402577,0.28,1,0,0,0,132.8
0.3,6.71485,5.08566,0.0456992,0.3,1,0,0.01,0,132.8
0.32,6.71109,5.08973,0.0512402,0.32,1,0,0.021,0,132.8
0.34,6.70627,5.09493,0.0583305,0.34,1,0,0.041,0,132.8
0.36,6.70144,5.10013,0.0654276,0.36,1,0,0.061,0,132.8
0.38,6.69662,5.10533,0.0725179,0.38,1,0,0.081,0,132.8
0.4,6.69136,5.11099,0.0802447,0.4,1,0,0.106,0,132.8
0.42,6.68563,5.11715,0.0886577,0.42,1,0,0.139,0,132.8
0.44,6.6799,5.12331,0.0970707,0.44,1,0,0.171,0,132.8
0.46,6.67381,5.12985,0.106007,0.46,1,0,0.209,0,132.8
0.48,6.6673,5.13683,0.115552,0.48,1,0,0.254,0,132.8
0.5,6.66078,5.1438,0.125096,0.5,1,0,0.3,0,132.8
0.52,6.65369,5.15136,0.13546,0.52,1,0,0.357,0,132.8
0.54,6.64647,5.15906,0.146016,0.54,1,0,0.417,0,132.8
0.56,6.63898,5.16702,0.156946,0.56,1,0,0.485,0,132.8
0.58,6.6311,5.17537,0.168427,0.58,1,0,0.563,0,132.8
0.6,6.6231,5.18383,0.18007,0.6,1,0,0.644,0,132.8
0.62,6.61461,5.19278,0.192407,0.62,1,0,0.738,0,132.8
0.64,6.60604,5.20179,0.204841,0.64,1,0,0.835,0,132.8
0.66,6.59696,5.21129,0.217983,0.66,1,0,0.948,0,132.8
0.68,6.58777,5.22088,0.231265,0.68,1,0,1.064,0,132.8
0.7,6.57814,5.23088,0.245148,0.7,1,0,1.194,0,132.8
0.72,6.5683,5.24105,0.259299,0.72,1,0,1.332,0,132.8
0.74,6.55812,5.25152,0.273903,0.74,1,0,1.482,0,132.8
0.76,6.54761,5.26226,0.28893,0.76,1,0,1.645,0,132.8
0.78,6.5369,5.27316,0.304211,0.78,1,0,1.815,0,132.8
0.8,6.52571,5.28447,0.320121,0.8,1,0,2.004,0,132.8
0.82,6.5143,5.29592,0.336285,0.82,1,0,2.203,0,132.8
0.84,6.50256,5.30761,0.352853,0.84,1,0,2.414,0,132.8
0.86,6.49043,5.3196,0.369909,0.86,1,0,2.644,0,132.8
0.88,6.47803,5.33176,0.387276,0.88,1,0,2.884,0,132.8
0.9,6.46531,5.34413,0.405019,0.9,1,0,3.139,0,132.8
0.92,6.45215,5.3568,0.423287,0.92,1,0,3.412,0,132.8
0.94,6.43869,5.36964,0.441889,0.94,1,0,3.698,0,132.8
0.96,6.42491,5.38265,0.46084,0.96,0.954837,0,3.997,0,132.8
0.98,6.41074,5.39589,0.480233,0.98,0.714439,0,4.313,0,132.8
1,6.39622,5.4093,0.499998,0.994471,0.21576,0,4.637,0,132.8
1.02,6.3815,5.42274,0.519931,1,0,0,4.968,0,132.8
1.04,6.36665,5.43614,0.539933,1,0,0,5.303,0,132.8
1.06,6.35173,5.44945,0.559927,1,0,0,5.638,0,132.8
1.08,6.33672,5.46268,0.579935,1,0,0,5.968,0,132.8
1.1,6.32165,5.47581,0.599923,1,0,0,6.293,0,132.8
1.12,6.30649,5.48887,0.619933,1,0,0,6.609,0,132.8
1.14,6.29127,5.50184,0.639929,1,0,0,6.911,0,132.8
1.16,6.27598,5.51473,0.659928,1,0,0,7.198,0,132.8
1.18,6.26062,5.52755,0.679935,1,0,0,7.465,0,132.8
1.2,6.24521,5.54029,0.699929,1,0,0,7.699,0,132.8
1.22,6.22975,5.55298,0.71993,1,0,0,7.913,0,132.8
1.24,6.21425,5.56562,0.739931,1,0,0,8.105,0,132.8
1.26,6.19871,5.57821,0.759931,1,0,0,8.237,0,132.8
1.28,6.18314,5.59076,0.779929,1,0,0,8.342,0,132.8
1.3,6.16755,5.60329,0.79993,1,0,0,8.409,0,132.8
1.32,6.15196,5.61581,0.819925,1,0,0,8.433,0,132.8
1.34,6.13636,5.62833,0.839928,1,0,0,8.417,0,132.8
1.36,6.12077,5.64086,0.859929,1,0,0,8.374,0,132.8
1.38,6.10519,5.65341,0.879935,1,0,0,8.262,0,132.8
1.4,6.08965,5.66599,0.899929,1,0,0,8.121,0,132.8
1.42,6.07413,5.67861,0.919932,1,0,0,7.955,0,132.8
1.44,6.05867,5.69129,0.939927,1,0,0,7.751,0,132.8
1.46,6.04324,5.70402,0.95993,1,0,0,7.512,0,132.8
1.48,6.02788,5.71683,0.979931,1,0,0,7.255,0,132.8
1.5,6.01257,5.7297,0.999932,1,0,0,6.975,0,132.8
1.52,5.99734,5.74265,1.01992,1,0,0,6.674,0,132.8
1.54,5.98217,5.75569,1.03993,1,0,0,6.367,0,132.8
1.56,5.96707,5.76881,1.05993,1,0,0,6.041,0,132.8
1.58,5.95205,5.78201,1.07993,1,0,0,5.711,0,132.8
1.6,5.93711,5.7953,1.09992,1,0.208456,0,5.38,0,132.8
1.62,5.92226,5.80867,1.1199,0.998404,0.713668,0,5.046,0,132.8
1.64,5.9076,5.82202,1.13973,0.984704,0.959491,0,4.718,0,132.8
1.66,5.89328,5.8352,1.15919,0.965742,1,0,4.4,0,132.8
1.68,5.8793,5.84822,1.1783,0.945742,1,0,4.091,0,132.8
1.7,5.86564,5.86108,1.19706,0.925742,1,0,3.792,0,132.8
1.72,5.85237,5.87369,1.21537,0.905742,1,0,3.511,0,132.8
1.74,5.83948,5.88606,1.23323,0.885742,1,0,3.245,0,132.8
1.76,5.82689,5.89826,1.25076,0.865742,1,0,2.99,0,132.8
1.78,5.81461,5.91026,1.26793,0.845742,1,0,2.749,0,132.8
1.8,5.80276,5.92193,1.28456,0.825742,1,0,2.526,0,132.8
1.82,5.79116,5.93344,1.3009,0.805742,1,0,2.312,0,132.8
