"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,6.61649,2.68152,0,0,2.375,0,-155.898,0,-155.9
0.02,6.61332,2.6801,0.00347347,0.0475,2.375,0,-155.901,-0.00592977,-155.897
0.04,6.61015,2.67868,0.00694694,0.095,2.375,0,-155.904,-0.0118595,-155.889
0.06,6.60698,2.67727,0.0104204,0.1425,2.375,0,-155.906,-0.0177893,-155.876
0.08,6.60381,2.67585,0.0138939,0.19,2.375,0,-155.909,-0.0237191,-155.857
0.1,6.60064,2.67443,0.0173674,0.2375,2.375,0,-155.912,-0.0296489,-155.834
0.12,6.59747,2.67301,0.0208408,0.285,2.375,0,-155.915,-0.0355786,-155.804
0.14,6.5943,2.67159,0.0243143,0.3325,2.375,0,-155.917,-0.0415084,-155.77
0.16,6.58804,2.6688,0.0311646,0.38,2.375,0,-155.929,-0.0529544,-155.73
0.18,6.58039,2.66538,0.0395503,0.4275,2.375,0,-155.946,-0.0669086,-155.685
0.2,6.57273,2.66196,0.047936,0.475,2.375,0,-155.962,-0.0808628,-155.634
0.22,6.56354,2.65786,0.057996,0.5225,2.375,0,-155.989,-0.0967839,-155.579
0.24,6.55356,2.65342,0.0689245,0.57,2.375,0,-156.022,-0.113725,-155.517
0.26,6.54295,2.6487,0.080533,0.6175,2.375,0,-156.062,-0.131317,-155.451
0.28,6.5311,2.64345,0.0934962,0.665,2.375,0,-156.114,-0.150202,-155.379
0.3,6.51865,2.63794,0.107116,0.7125,2.375,0,-156.175,-0.169514,-155.302
0.32,6.50518,2.632,0.121829,0.76,2.375,0,-156.249,-0.189539,-155.22
0.34,6.49078,2.62568,0.137556,0.8075,2.375,0,-156.34,-0.210011,-155.132
0.36,6.47576,2.61911,0.153956,0.855,2.375,0,-156.442,-0.230884,-155.039
0.38,6.45953,2.61205,0.171654,0.9025,2.375,0,-156.568,-0.253391,-154.941
0.4,6.44249,2.60469,0.190212,0.95,2.375,0,-156.71,-0.276343,-154.837
0.42,6.42466,2.59704,0.209616,0.9975,2.375,0,-156.869,-0.299673,-154.728
0.44,6.40596,2.58909,0.229933,1.045,2.375,0,-157.049,-0.323323,-154.614
0.46,6.38624,2.58077,0.251338,1.0925,2.375,0,-157.254,-0.347208,-154.494
0.48,6.36559,2.57217,0.273705,1.14,2.375,0,-157.484,-0.371099,-154.37
0.5,6.34406,2.56329,0.296993,1.1875,2.375,0,-157.739,-0.394608,-154.239
0.52,6.32162,2.55417,0.321216,1.235,2.375,0,-158.022,-0.417816,-154.104
0.54,6.29826,2.54481,0.346384,1.2825,2.375,0,-158.332,-0.440345,-153.963
0.56,6.27396,2.53524,0.372498,1.33,2.375,0,-158.67,-0.461447,-153.817
0.58,6.24873,2.52548,0.399556,1.3775,2.375,0,-159.035,-0.480303,-153.666
0.6,6.22255,2.51555,0.427554,1.425,2.375,0,-159.426,-0.495937,-153.509
0.62,6.19543,2.50548,0.456485,1.4725,2.375,0,-159.842,-0.507104,-153.347
0.64,6.16727,2.49526,0.486442,1.52,2.375,0,-160.279,-0.511562,-153.179
0.66,6.13813,2.48495,0.517347,1.5675,2.375,0,-160.729,-0.506635,-153.007
0.68,6.10805,2.47457,0.54917,1.615,2.375,0,-161.184,-0.493591,-152.829
0.7,6.07703,2.46414,0.581898,1.6625,2.375,0,-161.631,-0.457835,-152.646
0.72,6.04496,2.45363,0.615647,1.71,2.375,0,-162.055,-0.419894,-152.466
0.74,6.01192,2.44306,0.650335,1.7575,2.375,0,-162.436,-0.350378,-152.291
0.76,5.97798,2.43244,0.685901,1.805,2.375,0,-162.744,-0.252622,-152.121
0.78,5.94297,2.42166,0.72253,1.8525,2.375,0,-162.959,-0.147785,-151.957
0.8,5.90712,2.41072,0.760016,1.9,2.375,0,-163.052,0.000102532,-151.798
0.82,5.87028,2.39949,0.798525,1.9475,2.375,0,-162.959,0.144257,-151.644
0.84,5.83265,2.38789,0.837902,1.995,-2.31932,0,-162.719,0.293666,-151.496
0.86,5.79508,2.37607,0.877289,1.94821,-2.375,0,-162.277,0.467215,-151.353
0.88,5.75843,2.36417,0.915817,1.90071,-2.375,0,-161.683,0.598384,-151.215
0.9,5.7229,2.35219,0.953312,1.85321,-2.375,0,-160.979,0.710228,-151.083
