"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,6.80392,2.71805,0,0,30,0,-155.898,0,0
0.02,6.79265,2.71301,0.012345,0.6,30,0,-155.91,-0.0254165,0
0.04,6.78138,2.70797,0.0246901,1.2,30,0,-155.922,-0.050833,0
0.06,6.75433,2.6959,0.0543052,1.8,30,0,-155.994,-0.109371,0
0.08,6.71595,2.67887,0.0963011,2.4,30,0,-156.171,-0.184487,0
0.1,6.66677,2.65731,0.15,2.97736,2.56681,0,-156.517,-0.268746,0
0.12,6.61172,2.63368,0.2099,3,0,0,-157.057,-0.353804,0
0.14,6.55634,2.6106,0.2699,3,0,0,-157.73,-0.428516,0
0.16,6.50067,2.58823,0.3299,3,0,0,-158.519,-0.491071,0
0.18,6.44467,2.56669,0.3899,3,0,0,-159.408,-0.537101,0
0.2,6.38833,2.54605,0.4499,3,0,0,-160.354,-0.559228,0
0.22,6.33166,2.52635,0.5099,3,0,0,-161.31,-0.547893,0
0.24,6.27467,2.50758,0.5699,3,0,0,-162.196,-0.484257,0
0.26,6.21742,2.48963,0.6299,3,0,0,-162.926,-0.355726,0
0.28,6.15998,2.4723,0.6899,3,0,0,-163.388,-0.166421,0
0.3,6.10245,2.45525,0.7499,3,0,0,-163.461,0.0919933,0
0.32,6.04497,2.43805,0.8099,3,0,0,-163.061,0.396824,0
0.34,5.98769,2.42019,0.8699,3,0,0,-162.144,0.681006,0
0.36,5.93079,2.40117,0.9299,3,0,0,-160.761,0.925899,0
0.38,5.87443,2.38059,0.9899,3,0,0,-159.03,1.09149,0
0.4,5.81877,2.35819,1.0499,3,0,0,-157.101,1.15033,0
0.42,5.76391,2.3339,1.1099,3,0,0,-155.133,1.1299,0
0.44,5.70991,2.30776,1.1699,3,0,0,-153.248,1.04783,0
0.46,5.65675,2.27993,1.2299,3,0,0,-151.527,0.941068,0
0.48,5.60441,2.2506,1.2899,3,0,0,-150.013,0.814744,0
0.5,5.5528,2.22001,1.3499,3,0,0,-148.721,0.683974,0
0.52,5.50182,2.18836,1.4099,3,0,0,-147.662,0.556395,0
0.54,5.45138,2.15587,1.4699,3,0,0,-146.812,0.432239,0
0.56,5.40156,2.12286,1.52966,2.94657,-27.7975,0,-146.172,0.311677,0
0.58,5.35761,2.09316,1.58271,2.366,-30,0,-145.784,0.205311,0
0.6,5.32327,2.06971,1.6243,1.766,-30,0,-145.589,0.117413,0
0.62,5.30009,2.0538,1.65241,1.166,-30,0,-145.516,0.054711,0
0.64,5.28991,2.04681,1.66475,0.565996,-30,0,-145.503,0.0265577,0
