"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,5.67375,1.67173,0,0,3,0,0,0,0
0.02,5.67053,1.66952,0.00390544,0.06,3,0,-145.492,0,0
0.04,5.66732,1.66731,0.00780265,0.12,3,0,-145.494,0,0
0.06,5.6641,1.66509,0.0117138,0.18,3,0,-145.495,0,0
0.08,5.66088,1.66288,0.0156192,0.24,3,0,-145.497,0,0
0.1,5.65767,1.66067,0.0195164,0.3,3,0,-145.498,0,0
0.12,5.65445,1.65846,0.0234219,0.36,3,0,-145.499,0,0
0.14,5.64899,1.65471,0.0300456,0.42,3,0,-145.504,0,0
0.16,5.64122,1.64937,0.0394737,0.48,3,0,-145.511,0,0
0.18,5.63345,1.64403,0.0489017,0.54,3,0,-145.519,0,0
0.2,5.6238,1.6374,0.0606098,0.6,3,0,-145.532,0,0
0.22,5.61367,1.63045,0.0728948,0.66,3,0,-145.548,0,0
0.24,5.60217,1.62256,0.0868412,0.72,3,0,-145.57,0,0
0.26,5.59015,1.61433,0.101409,0.78,3,0,-145.596,0,0
0.28,5.57652,1.605,0.117926,0.84,3,0,-145.634,0,0
0.3,5.56221,1.59522,0.135259,0.9,3,0,-145.678,0,0
0.32,5.54702,1.58486,0.153645,0.96,3,0,-145.729,0,0
0.34,5.53058,1.57367,0.173532,1.02,3,0,-145.792,0,0
0.36,5.51316,1.56184,0.19459,1.08,3,0,-145.868,0,0
0.38,5.49478,1.5494,0.216784,1.14,3,0,-145.958,0,0
0.4,5.47539,1.53633,0.240167,1.2,3,0,-146.061,0,0
0.42,5.45499,1.52262,0.264746,1.26,3,0,-146.179,0,0
0.44,5.43355,1.50829,0.290534,1.32,3,0,-146.316,0,0
0.46,5.41107,1.49335,0.317526,1.38,3,0,-146.474,0,0
0.48,5.38755,1.47782,0.345711,1.44,3,0,-146.652,0,0
0.5,5.36299,1.46172,0.375077,1.5,3,0,-146.853,0,0
0.52,5.33739,1.44507,0.405616,1.56,3,0,-147.08,0,0
0.54,5.31062,1.42782,0.437462,1.62,3,0,-147.337,0,0
0.56,5.28278,1.41007,0.470479,1.68,3,0,-147.623,0,0
0.58,5.25388,1.39186,0.504638,1.74,3,0,-147.942,0,0
0.6,5.22381,1.37315,0.540053,1.8,3,0,-148.299,0,0
0.62,5.1926,1.35402,0.57666,1.86,3,0,-148.692,0,0
0.64,5.16025,1.3345,0.614443,1.92,3,0,-149.13,0,0
0.66,5.12669,1.31463,0.653444,1.98,3,0,-149.615,0,0
0.68,5.09192,1.29445,0.693646,2.04,3,0,-150.148,0,0
0.7,5.05594,1.27404,0.735011,2.1,3,0,-150.735,0,0
0.72,5.01863,1.25341,0.777645,2.16,3,0,-151.384,0,0
0.74,4.98006,1.23267,0.821438,2.22,3,0,-152.093,0,0
0.76,4.94017,1.21188,0.86642,2.28,3,0,-152.869,0,0
0.78,4.89891,1.19112,0.912609,2.34,3,0,-153.72,0,0
0.8,4.85623,1.17046,0.960026,2.4,3,0,-154.648,0,0
0.82,4.81213,1.15003,1.00863,2.46,3,0,-155.655,0,0
0.84,4.76657,1.12993,1.05843,2.52,3,0,-156.747,0,0
0.86,4.71951,1.11027,1.10943,2.58,3,0,-157.927,0,0
0.88,4.67093,1.09119,1.16162,2.64,3,0,-159.193,0,0
0.9,4.6208,1.07281,1.21501,2.7,3,0,-160.544,0,0
0.92,4.56912,1.05526,1.26959,2.76,3,0,-161.975,0,0
0.94,4.51582,1.03869,1.32541,2.82,3,0,-163.481,0,0
0.96,4.46095,1.02323,1.38241,2.88,3,0,-165.047,0,0
0.98,4.40452,1.009,1.44061,2.94,3,0,-166.656,0,0
1,4.34656,0.99612,1.49998,2.99868,0.15624,0,-168.288,0,0
1.02,4.28765,0.98478,1.55998,3,0,0,-169.897,0,0
1.04,4.22844,0.97507,1.61998,3,0,0,-171.451,0,0
1.06,4.169,0.96692,1.67997,3,0,0,-172.918,0,0
1.08,4.10937,0.96024,1.73998,3,0,0,-174.273,0,0
1.1,4.04961,0.95492,1.79997,3,0,0,-175.507,0,0
1.12,3.98975,0.95082,1.85997,3,0,0,-176.606,0,0
1.14,3.92983,0.94779,1.91997,3,0,0,-177.562,0,0
1.16,3.86987,0.94569,1.97997,3,0,0,-178.372,0,0
1.18,3.80988,0.94434,2.03997,3,0,0,-179.023,0,0
1.2,3.74989,0.9436,2.09997,3,0,0,-179.529,0,0
1.22,3.68989,0.94331,2.15997,3,0,0,-179.899,0,0
1.24,3.62989,0.94334,2.21997,3,0,0,179.868,0,0
1.26,3.56989,0.94355,2.27997,3,0.126258,0,179.751,0,0
1.28,3.51006,0.94383,2.3398,2.97001,3,0,179.743,0,0
1.3,3.45127,0.94406,2.39859,2.91001,3,0,179.829,0,0
1.32,3.39367,0.94416,2.45619,2.85001,3,0,179.989,0,0
1.34,3.33725,0.94407,2.51261,2.79001,3,0,-179.789,0,0
1.36,3.28206,0.94374,2.5678,2.73001,3,0,-179.517,0,0
1.38,3.22807,0.94314,2.62179,2.67001,3,0,-179.209,0,0
1.4,3.17529,0.94227,2.67458,2.61001,3,0,-178.875,0,0
1.42,3.1237,0.9411,2.72618,2.55001,3,0,-178.523,0,0
1.44,3.07332,0.93964,2.77658,2.49001,3,0,-178.161,0,0
1.46,3.02415,0.93791,2.82578,2.43001,3,0,-177.794,0,0
1.48,2.97618,0.9359,2.8738,2.37001,3,0,-177.428,0,0
1.5,2.92942,0.93366,2.92061,2.31001,3,0,-177.067,0,0
1.52,2.88392,0.93119,2.96618,2.25001,3,0,-176.714,0,0
1.54,2.83961,0.92851,3.01057,2.19001,3,0,-176.372,0,0
1.56,2.7965,0.92565,3.05377,2.13001,3,0,-176.042,0,0
1.58,2.75459,0.92263,3.09579,2.07001,3,0,-175.727,0,0
