"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,7.13024,0.28316,0,0,1,0,0,0,-90
0.02,7.13008,0.285408,0.00225369,0.02,1,0,-175.833,0,-90
0.04,7.12991,0.287656,0.00450811,0.04,1,0,-175.834,0,-90
0.06,7.12975,0.289904,0.00676179,0.06,1,0,-175.836,0,-90
0.08,7.12958,0.292152,0.00901621,0.08,1,0,-175.837,0,-90
0.1,7.12942,0.2944,0.0112699,0.1,1,0,-175.839,0,-90
0.12,7.12926,0.296648,0.0135236,0.12,1,0,-175.84,0,-90
0.14,7.12909,0.298895,0.015777,0.14,1,0,-175.842,0,-90
0.16,7.12893,0.301143,0.0180307,0.16,1,0,-175.843,0,-90
0.18,7.12877,0.303391,0.0202844,0.18,1,0,-175.845,0,-90
0.2,7.1286,0.305639,0.0225388,0.2,1,0,-175.847,0,-90
0.22,7.12844,0.307887,0.0247925,0.22,1,0,-175.848,0,-90
0.24,7.12811,0.312458,0.0293754,0.24,1,0,-175.852,0,-90
0.26,7.12771,0.317885,0.0348171,0.26,1,0,-175.858,0,-90
0.28,7.12732,0.323312,0.0402581,0.28,1,0,-175.863,0,-90
0.3,7.12693,0.328739,0.0456991,0.3,1,0,-175.869,0,-90
0.32,7.12653,0.334269,0.0512435,0.32,1,0,-175.875,0,-90
0.34,7.12602,0.341342,0.0583349,0.34,1,0,-175.889,0,-90
0.36,7.12551,0.348415,0.0654263,0.36,1,0,-175.903,0,-90
0.38,7.125,0.355489,0.0725186,0.38,1,0,-175.917,0,-90
0.4,7.12445,0.363195,0.0802442,0.4,1,0,-175.934,0,-90
0.42,7.12386,0.371586,0.0886559,0.42,1,0,-175.956,0,-90
0.44,7.12326,0.379976,0.0970674,0.44,1,0,-175.978,0,-90
0.46,7.12264,0.38889,0.106003,0.46,1,0,-176.004,0,-90
0.48,7.12197,0.398414,0.11555,0.48,1,0,-176.034,0,-90
0.5,7.12132,0.407939,0.125098,0.5,1,0,-176.065,0,-90
0.52,7.12061,0.418274,0.135457,0.52,1,0,-176.106,0,-90
0.54,7.11989,0.42881,0.146018,0.54,1,0,-176.15,0,-90
0.56,7.11916,0.439712,0.156944,0.56,1,0,-176.197,0,-90
0.58,7.1184,0.451171,0.168428,0.58,1,0,-176.25,0,-90
0.6,7.11765,0.462788,0.180069,0.6,1,0,-176.305,0,-90
0.62,7.11686,0.4751,0.192407,0.62,1,0,-176.376,0,-90
0.64,7.11608,0.487514,0.204845,0.64,1,0,-176.447,0,-90
0.66,7.11527,0.500626,0.217982,0.66,1,0,-176.53,0,-90
0.68,7.11448,0.513883,0.231263,0.68,1,0,-176.616,0,-90
0.7,7.11367,0.527748,0.245151,0.7,1,0,-176.713,0,-90
0.72,7.11287,0.541874,0.2593,0.72,1,0,-176.818,0,-90
0.74,7.11207,0.556455,0.273903,0.74,1,0,-176.937,0,-90
0.76,7.11128,0.571461,0.28893,0.76,1,0,-177.066,0,-90
0.78,7.11052,0.586725,0.304213,0.78,1,0,-177.2,0,-90
0.8,7.10976,0.602616,0.320122,0.8,1,0,-177.353,0,-90
0.82,7.10903,0.61876,0.336282,0.82,1,0,-177.516,0,-90
0.84,7.10834,0.63531,0.352847,0.84,1,0,-177.694,0,-90
0.86,7.10768,0.65236,0.369909,0.86,1,0,-177.887,0,-90
0.88,7.10707,0.66972,0.38728,0.88,1,0,-178.09,0,-90
0.9,7.10651,0.68745,0.405019,0.9,1,0,-178.304,0,-90
0.92,7.106,0.70571,0.423286,0.92,1,0,-178.539,0,-90
0.94,7.10557,0.72431,0.441891,0.94,1,0,-178.783,0,-90
0.96,7.10521,0.74326,0.460844,0.96,0.954837,0,-179.035,0,-90
0.98,7.10492,0.76264,0.480227,0.98,0.714439,0,-179.295,0,-90
1,7.10473,0.78241,0.499997,0.994471,0.21576,0,-179.558,0,-90
1.02,7.10462,0.80234,0.519928,1,0,0,-179.819,0,-90
1.04,7.1046,0.82234,0.539928,1,0,0,179.93,0,-90
1.06,7.10467,0.84234,0.559928,1,0,0,179.695,0,-90
1.08,7.10482,0.86234,0.579928,1,0,0,179.483,0,-90
1.1,7.10503,0.88234,0.59993,1,0,0,179.294,0,-90
1.12,7.10531,0.90234,0.619932,1,0,0,179.13,0,-90
1.14,7.10565,0.92233,0.639924,1,0.13294,0,178.99,0,-90
1.16,7.10602,0.94233,0.659928,1,0.672341,0,178.877,0,-90
1.18,7.10643,0.96216,0.679762,0.986622,0.925076,0,178.805,0,-90
1.2,7.10684,0.98167,0.699276,0.968542,1,0,178.76,0,-90
1.22,7.10727,1.00085,0.718461,0.948542,1,0,178.737,0,-90
1.24,7.10769,1.01968,0.737296,0.928542,1,0,178.732,0,-90
1.26,7.10809,1.03798,0.7556,0.908542,1,0,178.749,0,-90
1.28,7.10848,1.05592,0.773544,0.888542,1,0,178.777,0,-90
1.3,7.10885,1.07353,0.791158,0.868542,1,0,178.816,0,-90
1.32,7.1092,1.09069,0.808322,0.848542,1,0,178.867,0,-90
1.34,7.10953,1.10741,0.825045,0.828542,1,0,178.923,0,-90
1.36,7.10983,1.12384,0.841478,0.808542,1,0,178.981,0,-90
1.38,7.1101,1.13977,0.85741,0.788542,1,0,179.041,0,-90
1.4,7.11036,1.1553,0.872942,0.768542,1,0,179.103,0,-90
1.42,7.11059,1.17058,0.888224,0.748542,1,0,179.165,0,-90
1.44,7.11079,1.18522,0.902866,0.728542,1,0,179.225,0,-90
1.46,7.11098,1.19967,0.917317,0.708542,1,0,179.285,0,-90
1.48,7.11115,1.21356,0.931208,0.688542,1,0,179.342,0,-90
1.5,7.1113,1.22716,0.944809,0.668542,1,0,179.397,0,-90
1.52,7.11143,1.24029,0.957939,0.648542,1,0,179.45,0,-90
1.54,7.11154,1.25307,0.97072,0.628542,1,0,179.499,0,-90
1.56,7.11165,1.26541,0.98306,0.608542,1,0,179.545,0,-90
1.58,7.11174,1.27742,0.995071,0.588542,1,0,179.59,0,-90
1.6,7.11181,1.2889,1.00655,0.568542,1,0,179.631,0,-90
1.62,7.11188,1.30022,1.01787,0.548542,1,0,179.671,0,-90
1.64,7.11194,1.31078,1.02843,0.528542,1,0,179.703,0,-90
1.66,7.11199,1.32134,1.03899,0.508542,1,0,179.736,0,-90
1.68,7.11203,1.33112,1.04877,0.488542,1,0,179.764,0,-90
1.7,7.11207,1.34067,1.05832,0.468542,1,0,179.792,0,-90
1.72,7.1121,1.35009,1.06774,0.448542,1,0,179.819,0,-90
1.74,7.11213,1.3585,1.07615,0.428542,1,0,179.839,0,-90
1.76,7.11215,1.36691,1.08456,0.408542,1,0,179.859,0,-90
1.78,7.11217,1.3752,1.09285,0.388542,1,0,179.879,0,-90
1.8,7.11218,1.38229,1.09994,0.368542,1,0,179.892,0,-90
1.82,7.11219,1.38938,1.10703,0.348542,1,0,179.906,0,-90
1.84,7.1122,1.39648,1.11413,0.328542,1,0,179.92,0,-90
1.86,7.11221,1.40272,1.12037,0.308542,1,0,179.931,0,-90
1.88,7.11222,1.40817,1.12582,0.288542,1,0,179.94,0,-90
1.9,7.11222,1.41361,1.13126,0.268542,1,0,179.948,0,-90
1.92,7.11222,1.41905,1.1367,0.248542,1,0,179.957,0,-90
1.94,7.11223,1.42449,1.14214,0.228542,1,0,179.965,0,-90
1.96,7.11223,1.42725,1.1449,0.208542,1,0,179.968,0,-90
1.98,7.11223,1.4295,1.14715,0.188542,1,0,179.97,0,-90
2,7.11223,1.43175,1.1494,0.168542,1,0,179.971,0,-90
2.02,7.11223,1.43401,1.15166,0.148542,1,0,179.973,0,-90
2.04,7.11223,1.43626,1.15391,0.128542,1,0,179.975,0,-90
2.06,7.11223,1.43852,1.15617,0.108542,1,0,179.977,0,-90
2.08,7.11223,1.44077,1.15842,0.0885417,1,0,179.978,0,-90
2.1,7.11223,1.44302,1.16067,0.0685417,1,0,179.98,0,-90
2.12,7.11224,1.44528,1.16293,0.0485417,1,0,179.982,0,-90
2.14,7.11224,1.44753,1.16518,0.0285417,1,0,179.984,0,-90
2.16,7.11224,1.44979,1.16744,0.00854167,1,0,179.985,0,-90
