"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,10.4329,4.18692,0,0,3.048,0,0,0,0
0.02,10.4368,4.18692,0.00393495,0.06096,3.048,0,-0.00247413,-0.00386258,0
0.04,10.4407,4.18692,0.0078699,0.12192,3.048,0,-0.00494826,-0.00772515,0
0.06,10.4447,4.18692,0.0118049,0.18288,3.048,0,-0.00742239,-0.0115877,0
0.08,10.4486,4.18692,0.0157398,0.24384,3.048,0,-0.00989652,-0.0154503,0
0.1,10.4525,4.18692,0.0196748,0.3048,3.048,0,-0.0123706,-0.0193129,0
0.12,10.4565,4.18692,0.0236097,0.36576,3.048,0,-0.0148448,-0.0231755,0
0.14,10.4634,4.18692,0.0305777,0.42672,3.048,0,-0.0213488,-0.0307954,0
0.16,10.4729,4.18691,0.0400775,0.48768,3.048,0,-0.0312169,-0.041552,0
0.18,10.4824,4.18691,0.0495773,0.54864,3.048,0,-0.041085,-0.0523085,0
0.2,10.4944,4.1869,0.0615869,0.6096,3.048,0,-0.0611632,-0.0609335,0
0.22,10.5068,4.18689,0.0739673,0.67056,3.048,0,-0.0827497,-0.0692437,0
0.24,10.5211,4.18686,0.0882371,0.73152,3.048,0,-0.116227,-0.0816245,0
0.26,10.536,4.18683,0.103101,0.79248,3.048,0,-0.153314,-0.0948638,0
0.28,10.5526,4.18678,0.11977,0.85344,3.048,0,-0.200437,-0.107728,0
0.3,10.5703,4.18671,0.13744,0.9144,3.048,0,-0.257687,-0.119328,0
0.32,10.589,4.18661,0.156182,0.97536,3.048,0,-0.325398,-0.130717,0
0.34,10.6091,4.18649,0.176231,1.03632,3.048,0,-0.404738,-0.145368,0
0.36,10.6305,4.18632,0.197655,1.09728,3.048,0,-0.49622,-0.157716,0
0.38,10.6531,4.18611,0.220231,1.15824,3.048,0,-0.602459,-0.168564,0
0.4,10.6769,4.18583,0.244,1.2192,3.048,0,-0.721694,-0.179362,0
0.42,10.7018,4.18549,0.26898,1.28016,3.048,0,-0.852665,-0.188039,0
0.44,10.728,4.18507,0.295176,1.34112,3.048,0,-0.995383,-0.192605,0
0.46,10.7554,4.18456,0.322585,1.40208,3.048,0,-1.14661,-0.192296,0
0.48,10.784,4.18394,0.351197,1.46304,3.048,0,-1.30072,-0.183951,0
0.5,10.8138,4.18323,0.381,1.524,3.048,0,-1.45155,-0.164057,0
0.52,10.845,4.1824,0.412157,1.58496,3.048,0,-1.5837,-0.129021,0
0.54,10.8773,4.18147,0.444489,1.64592,3.048,0,-1.67573,-0.0755765,0
0.56,10.9108,4.18047,0.477978,1.70688,3.048,0,-1.71469,-0.00291176,0
0.58,10.9455,4.17944,0.51272,1.76784,2.48154,0,-1.67381,0.0868089,0
0.6,10.9813,4.17842,0.548533,1.80322,-1.81592,0,-1.53516,0.183655,0
0.62,11.017,4.17752,0.584284,1.75962,-3.048,0,-1.30928,0.272396,0
0.64,11.0515,4.17682,0.618789,1.69866,-3.048,0,-1.0013,0.335927,0
0.66,11.0849,4.17634,0.652152,1.6377,-3.048,0,-0.657173,0.376046,0
0.68,11.1171,4.17606,0.684355,1.57674,-3.048,0,-0.302043,0.393448,0
0.7,11.148,4.176,0.715242,1.51578,-3.048,0,0.0446723,0.390345,0
0.72,11.1776,4.1761,0.744903,1.45482,-3.048,0,0.370817,0.375053,0
0.74,11.2061,4.17637,0.773368,1.39386,-3.048,0,0.667568,0.353711,0
0.76,11.2334,4.17675,0.800623,1.3329,-3.048,0,0.931753,0.327644,0
0.78,11.2594,4.17723,0.826659,1.27194,-3.048,0,1.16666,0.299448,0
0.8,11.2842,4.17778,0.851472,1.21098,-3.048,0,1.37149,0.273712,0
0.82,11.3078,4.17839,0.875063,1.15002,-3.048,0,1.54637,0.24889,0
0.84,11.3302,4.17902,0.897451,1.08906,-3.048,0,1.69681,0.222989,0
0.86,11.3514,4.17968,0.918674,1.0281,-3.048,0,1.82787,0.199164,0
0.88,11.3714,4.18034,0.938723,0.967136,-3.048,0,1.93883,0.181357,0
0.9,11.3899,4.18098,0.957247,0.906176,-3.048,0,2.02515,0.161055,0
0.92,11.4073,4.18161,0.974679,0.845216,-3.048,0,2.10053,0.141526,0
0.94,11.4239,4.18223,0.991259,0.784256,-3.048,0,2.16771,0.123003,0
0.96,11.4386,4.18279,1.00594,0.723296,-3.048,0,2.21464,0.111096,0
0.98,11.4525,4.18334,1.0199,0.662336,-3.048,0,2.2562,0.0982133,0
1,11.4649,4.18383,1.03228,0.601376,-3.048,0,2.28609,0.0832108,0
1.02,11.4765,4.1843,1.0439,0.540416,-3.048,0,2.31298,0.0695978,0
1.04,11.486,4.18468,1.0534,0.479456,-3.048,0,2.33151,0.0598663,0
1.06,11.4955,4.18507,1.0629,0.418496,-3.048,0,2.35004,0.0501347,0
1.08,11.5017,4.18533,1.06912,0.357536,-3.048,0,2.35925,0.0419269,0
1.1,11.5056,4.18549,1.07306,0.296576,-3.048,0,2.36199,0.0347783,0
1.12,11.5096,4.18565,1.07699,0.235616,-3.048,0,2.36473,0.0276298,0
1.14,11.5135,4.18582,1.08093,0.174656,-3.048,0,2.36746,0.0204812,0
1.16,11.5174,4.18598,1.08486,0.113696,-3.048,0,2.3702,0.0133327,0
1.18,11.5214,4.18614,1.0888,0.0527361,-3.048,0,2.37294,0.00618415,0
