"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,7.12626,2.50608,0,0,2.41857,0,0,0,-155.9
0.02,7.1231,2.50469,0.00345647,0.0483711,2.41855,0,2.79765,0,-155.897
0.04,7.11995,2.50334,0.00687917,0.0967406,2.41852,0,2.78704,0,-155.889
0.06,7.11682,2.50205,0.0102647,0.145107,2.41846,0,2.7723,0,-155.876
0.08,7.11371,2.50079,0.0136211,0.19347,2.41838,0,2.75147,0,-155.857
0.1,7.11061,2.49958,0.016945,0.241827,2.41827,0,2.72553,0,-155.834
0.12,7.10753,2.49842,0.020237,0.290178,2.41815,0,2.69447,0,-155.804
0.14,7.10447,2.49731,0.0234975,0.338521,2.418,0,2.65928,0,-155.77
0.16,7.09833,2.49488,0.0301017,0.386851,2.41782,0,2.60917,0,-155.73
0.18,7.09082,2.49186,0.0381981,0.435168,2.4176,0,2.54902,0,-155.685
0.2,7.08331,2.48889,0.0462717,0.483473,2.41736,0,2.48473,0,-155.634
0.22,7.07429,2.48529,0.0559861,0.531758,2.41708,0,2.40452,0,-155.579
0.24,7.06449,2.48139,0.0665283,0.580023,2.41676,0,2.31329,0,-155.517
0.26,7.05408,2.47726,0.0777276,0.628267,2.41641,0,2.21005,0,-155.451
0.28,7.04244,2.47265,0.0902433,0.676484,2.41601,0,2.08988,0,-155.379
0.3,7.03022,2.46783,0.103381,0.724672,2.41557,0,1.95571,0,-155.302
0.32,7.017,2.46263,0.117594,0.772827,2.41508,0,1.80362,0,-155.22
0.34,7.00286,2.45709,0.132781,0.820943,2.41454,0,1.62965,0,-155.132
0.36,6.98811,2.45135,0.148605,0.869021,2.41395,0,1.43969,0,-155.039
0.38,6.97217,2.44517,0.165704,0.917048,2.41328,0,1.22094,0,-154.941
0.4,6.95543,2.43874,0.183637,0.965025,2.41256,0,0.98123,0,-154.837
0.42,6.93791,2.43206,0.202381,1.01295,2.41178,0,0.719565,0,-154.728
0.44,6.91954,2.42514,0.222015,1.06081,2.41094,0,0.431979,0,-154.614
0.46,6.90016,2.41789,0.242705,1.10861,2.41002,0,0.114502,0,-154.494
0.48,6.87986,2.41041,0.264335,1.15633,2.40902,0,-0.232905,0,-154.37
0.5,6.8587,2.4027,0.28686,1.20397,2.40794,0,-0.610286,0,-154.239
0.52,6.83664,2.3948,0.310294,1.25153,2.40678,0,-1.02065,0,-154.104
0.54,6.81367,2.3867,0.334649,1.29899,2.40554,0,-1.46305,0,-153.963
0.56,6.78977,2.37845,0.359933,1.34636,2.40422,0,-1.93855,0,-153.817
0.58,6.76495,2.37005,0.386132,1.39363,2.40281,0,-2.44622,0,-153.666
0.6,6.7392,2.36153,0.41326,1.44079,2.40131,0,-2.98513,0,-153.509
0.62,6.71251,2.35293,0.4413,1.48784,2.39974,0,-3.55437,0,-153.347
0.64,6.68479,2.34422,0.470353,1.53478,2.3981,0,-4.15005,0,-153.179
0.66,6.65611,2.33547,0.500345,1.58162,2.3964,0,-4.76432,0,-153.007
0.68,6.62649,2.3267,0.531234,1.62837,2.39466,0,-5.38931,0,-152.829
0.7,6.59594,2.31792,0.56302,1.67479,2.36357,0,-6.06156,0,-152.646
0.72,6.56433,2.30905,0.595855,1.72069,2.36528,0,-6.82234,0,-152.466
0.74,6.53172,2.30006,0.629672,1.76674,2.36687,0,-7.52784,0,-152.291
0.76,6.49821,2.29098,0.664399,1.81297,2.36828,0,-8.14855,0,-152.121
0.78,6.4636,2.28169,0.70023,1.85941,2.36946,0,-8.6648,0,-151.957
0.8,6.42813,2.2722,0.736943,1.90607,2.37036,0,-9.04794,0,-151.798
0.82,6.39166,2.26237,0.774716,1.95302,2.37083,0,-9.23439,0,-151.644
0.84,6.35439,2.25212,0.813376,2.00019,2.33,0,-9.26318,0,-151.496
0.86,6.31715,2.2416,0.852066,1.95338,2.38594,0,-8.99075,0,-151.353
0.88,6.28083,2.23095,0.889922,1.90602,2.38663,0,-8.5621,0,-151.215
0.9,6.2456,2.22018,0.926756,1.85876,2.38758,0,-8.01995,0,-151.083
0.92,6.21133,2.20918,0.962747,1.81156,2.38873,0,-7.39235,0,-150.956
0.94,6.17822,2.19799,0.9977,1.76437,2.39001,0,-6.71134,0,-150.834
0.96,6.1461,2.18658,1.03178,1.71715,2.39134,0,-6.01394,0,-150.718
0.98,6.11502,2.175,1.06495,1.66988,2.39267,0,-5.32117,0,-150.607
1,6.08507,2.16331,1.09711,1.62254,2.39396,0,-4.6551,0,-150.501
1.02,6.0561,2.15152,1.12839,1.57512,2.39518,0,-4.02483,0,-150.4
