"time","x","y","position","velocity","acceleration","jerk","heading","curvature","rotation"
0,7.94703,1.47259,0,0,1,0,0,0,-90
0.02,7.94703,1.47034,0.00225,0.02,1,0,0.0003,0,-90
0.04,7.94703,1.46808,0.00451,0.04,1,0,0.0006,0,-90
0.06,7.94703,1.46583,0.00676,0.06,1,0,0.0008,0,-90
0.08,7.94703,1.46358,0.00901,0.08,1,0,0.0011,0,-90
0.1,7.94703,1.46132,0.01127,0.1,1,0,0.0014,0,-90
0.12,7.94703,1.45907,0.01352,0.12,1,0,0.0017,0,-90
0.14,7.94703,1.45682,0.01577,0.14,1,0,0.002,0,-90
0.16,7.94703,1.45456,0.01803,0.16,1,0,0.0023,0,-90
0.18,7.94703,1.45231,0.02028,0.18,1,0,0.0025,0,-90
0.2,7.94703,1.45005,0.02254,0.2,1,0,0.0028,0,-90
0.22,7.94703,1.4478,0.02479,0.22,1,0,0.0031,0,-90
0.24,7.94703,1.44322,0.02937,0.24,1,0,0.0038,0,-90
0.26,7.94703,1.43778,0.03481,0.26,1,0,0.0046,0,-90
0.28,7.94703,1.43233,0.04026,0.28,1,0,0.0055,0,-90
0.3,7.94703,1.42689,0.0457,0.3,1,0,0.0063,0,-90
0.32,7.94703,1.42135,0.05124,0.32,1,0,0.0073,0,-90
0.34,7.94703,1.41426,0.05833,0.34,1,0,0.0091,0,-90
0.36,7.94704,1.40717,0.06542,0.36,1,0,0.0109,0,-90
0.38,7.94704,1.40007,0.07252,0.38,1,0,0.0127,0,-90
0.4,7.94704,1.39235,0.08024,0.4,1,0,0.0146,0,-90
0.42,7.94704,1.38394,0.08865,0.42,1,0,0.0166,0,-90
0.44,7.94704,1.37553,0.09706,0.44,1,0,0.0186,0,-90
0.46,7.94705,1.36659,0.106,0.46,1,0,0.0206,0,-90
0.48,7.94705,1.35704,0.11555,0.48,1,0,0.0227,0,-90
0.5,7.94705,1.34749,0.1251,0.5,1,0,0.0247,0,-90
0.52,7.94706,1.33714,0.13545,0.52,1,0,0.0256,0,-90
0.54,7.94706,1.32657,0.14602,0.54,1,0,0.0261,0,-90
0.56,7.94707,1.31565,0.15694,0.56,1,0,0.0262,0,-90
0.58,7.94707,1.30416,0.16843,0.58,1,0,0.0258,0,-90
0.6,7.94708,1.29252,0.18007,0.6,1,0,0.0245,0,-90
0.62,7.94709,1.28019,0.1924,0.62,1,0,0.0194,0,-90
0.64,7.94709,1.26775,0.20484,0.64,1,0,0.0139,0,-90
0.66,7.94709,1.25461,0.21798,0.66,1,0,0.0046,0,-90
0.68,7.94709,1.24133,0.23126,0.68,1,0,-0.0056,0,-90
0.7,7.94709,1.22744,0.24515,0.7,1,0,-0.0201,0,-90
0.72,7.94708,1.21329,0.2593,0.72,1,0,-0.039,0,-90
0.74,7.94707,1.19869,0.2739,0.74,1,0,-0.0657,0,-90
0.76,7.94705,1.18366,0.28893,0.76,1,0,-0.098,0,-90
0.78,7.94702,1.16838,0.30421,0.78,1,0,-0.1338,0,-90
0.8,7.94698,1.15247,0.32012,0.8,1,0,-0.1828,0,-90
0.82,7.94692,1.13631,0.33628,0.82,1,0,-0.2409,0,-90
0.84,7.94685,1.11975,0.35284,0.84,1,0,-0.3138,0,-90
0.86,7.94674,1.10269,0.369901,0.86,1,0,-0.403,0,-90
0.88,7.94661,1.08532,0.387271,0.88,1,0,-0.5035,0,-90
0.9,7.94644,1.06757,0.405022,0.9,1,0,-0.6191,0,-90
0.92,7.94622,1.04931,0.423283,0.92,1,0,-0.7708,0,-90
0.94,7.94594,1.03071,0.441885,0.94,1,0,-0.9445,0,-90
0.96,7.9456,1.01176,0.460839,0.96,0.954837,0,-1.1416,0,-90
0.98,7.94518,0.99238,0.480223,0.98,0.714439,0,-1.3685,0,-90
1,7.94467,0.97261,0.5,0.994471,0.21576,0,-1.6293,0,-90
1.02,7.94406,0.95269,0.519929,1,0,0,-1.9184,0,-90
1.04,7.94334,0.93271,0.539922,1,0,0,-2.2349,0,-90
1.06,7.9425,0.91272,0.55993,1,0,0,-2.5765,0,-90
1.08,7.94154,0.89275,0.579923,1,0,0,-2.9396,0,-90
1.1,7.94045,0.87278,0.599922,1,0,0,-3.3154,0,-90
1.12,7.93923,0.85281,0.61993,1,0,0,-3.6992,0,-90
1.14,7.93787,0.83286,0.639926,1,0,0,-4.0873,0,-90
1.16,7.93638,0.81292,0.659922,1,0,0,-4.476,0,-90
1.18,7.93475,0.79298,0.679928,1,0.526703,0,-4.8534,0,-90
1.2,7.933,0.77318,0.699805,0.990321,0.858704,0,-5.2149,0,-90
1.22,7.93116,0.75363,0.719442,0.973942,1,0,-5.5574,0,-90
1.24,7.92923,0.7344,0.738768,0.953942,1,0,-5.8794,0,-90
1.26,7.92724,0.71565,0.757624,0.933942,1,0,-6.1734,0,-90
1.28,7.92522,0.69733,0.776055,0.913942,1,0,-6.4408,0,-90
1.3,7.92314,0.67935,0.794154,0.893942,1,0,-6.6849,0,-90
1.32,7.92104,0.66173,0.811899,0.873942,1,0,-6.9042,0,-90
1.34,7.91894,0.64467,0.829088,0.853942,1,0,-7.0968,0,-90
1.36,7.91683,0.62792,0.84597,0.833942,1,0,-7.2761,0,-90
1.38,7.91471,0.6115,0.862527,0.813942,1,0,-7.4421,0,-90
1.4,7.91262,0.595662,0.878502,0.793942,1,0,-7.5777,0,-90
1.42,7.91052,0.58009,0.894215,0.773942,1,0,-7.7038,0,-90
1.44,7.90846,0.564948,0.909496,0.753942,1,0,-7.8159,0,-90
1.46,7.90643,0.550267,0.924317,0.733942,1,0,-7.917,0,-90
1.48,7.9044,0.535805,0.938921,0.713942,1,0,-8.0129,0,-90
1.5,7.90245,0.522011,0.952852,0.693942,1,0,-8.0871,0,-90
1.52,7.9005,0.508344,0.966657,0.673942,1,0,-8.1584,0,-90
1.54,7.89862,0.495341,0.979796,0.653942,1,0,-8.2187,0,-90
1.56,7.89676,0.482481,0.992789,0.633942,1,0,-8.277,0,-90
1.58,7.89498,0.470273,1.00513,0.613942,1,0,-8.3259,0,-90
1.6,7.8932,0.458166,1.01736,0.593942,1,0,-8.3731,0,-90
1.62,7.89152,0.446805,1.02885,0.573942,1,0,-8.4076,0,-90
1.64,7.88984,0.435445,1.04033,0.553942,1,0,-8.4421,0,-90
1.66,7.88827,0.424914,1.05098,0.533942,1,0,-8.471,0,-90
1.68,7.88671,0.414469,1.06154,0.513942,1,0,-8.4994,0,-90
1.7,7.88522,0.404528,1.07159,0.493942,1,0,-8.5227,0,-90
1.72,7.88381,0.395086,1.08114,0.473942,1,0,-8.5411,0,-90
1.74,7.88239,0.385645,1.09069,0.453942,1,0,-8.5595,0,-90
1.76,7.88111,0.37715,1.09928,0.433942,1,0,-8.5732,0,-90
